30.	1.0725411999738412e-7
29.8	1.1151210183549078e-7
29.6	1.1593914180429517e-7
29.4	1.205458393235577e-7
29.2	1.2537573875153708e-7
29.	1.3040330323921152e-7
28.8	1.356489303623038e-7
28.6	1.4099210997991182e-7
28.4	1.468425124254643e-7
28.2	1.5280639604747075e-7
28.	1.5903119692585406e-7
27.8	1.6553472784346863e-7
27.6	1.7232484779502796e-7
27.4	1.794172708150565e-7
27.2	1.868387691986779e-7
27.	1.9456779137792477e-7
26.8	2.02656650420888e-7
26.6	2.111078374186566e-7
26.4	2.19942034753747e-7
26.2	2.291776083832744e-7
26.	2.388296992167082e-7
25.8	2.4892441953868397e-7
25.6	2.5947864067528016e-7
25.4	2.705147928292124e-7
25.2	2.820588028754302e-7
25.	2.941358946296233e-7
24.8	3.067746005668117e-7
24.6	3.199985356930521e-7
24.4	3.33839337125152e-7
24.2	3.4832408088125886e-7
24.	3.6348710778062035e-7
23.8	3.7936137527046364e-7
23.6	3.959843892022367e-7
23.4	4.13392769308202e-7
23.2	4.316259941285389e-7
23.	4.5072390054856423e-7
22.8	4.7073151566994723e-7
22.6	4.916949673730208e-7
22.4	5.136614317702851e-7
22.2	5.366823122856058e-7
22.	5.608125934933717e-7
21.8	5.86108450754514e-7
21.6	6.126239066262329e-7
21.4	6.404283548901198e-7
21.2	6.695895789934217e-7
21.	7.00161636595386e-7
20.8	7.322338498695388e-7
20.6	7.658759713093873e-7
20.4	8.011697273815534e-7
20.2	8.381950757519498e-7
20.	8.770481611358812e-7
19.8	9.178183776870629e-7
19.6	9.606088799689315e-7
19.4	1.0055121893601821e-6
19.2	1.0526543359765614e-6
19.	1.1021329823307784e-6
18.8	1.1540768837744348e-6
18.6	1.208616594833432e-6
18.4	1.2658724638553688e-6
18.2	1.3259787952549435e-6
18.	1.3891179914095833e-6
17.8	1.4553549432194425e-6
17.6	1.5249565995791817e-6
17.4	1.5980590536000492e-6
17.2	1.674868128973624e-6
17.	1.7554579648803338e-6
16.8	1.8401191770740923e-6
16.6	1.9289619262612637e-6
16.4	2.022363270552582e-6
16.2	2.12030753611697e-6
16.	2.2232076145146183e-6
15.8	2.3312307375193708e-6
15.6	2.444641667162663e-6
15.4	2.5637485214826142e-6
15.2	2.688589798973283e-6
15.	2.819649751204976e-6
14.8	2.9571614256053e-6
14.6	3.1013770366423633e-6
14.4	3.252579989642307e-6
14.2	3.4110727335571024e-6
14.	3.5771441492067895e-6
13.8	3.7510684393428276e-6
13.6	3.933147263828992e-6
13.4	4.123647597281902e-6
13.2	4.32281219207601e-6
13.	4.530884139678178e-6
12.8	4.748073348604291e-6
12.6	4.974441787185898e-6
12.4	5.210326531408837e-6
12.2	5.455534404905221e-6
12.	5.7099650832746556e-6
11.8	5.9734705271778625e-6
11.6	6.245593687229732e-6
11.4	6.525613230741187e-6
11.2	6.8125794914481e-6
11.	7.104966505865927e-6
10.8	7.400646448552238e-6
10.6	7.696804929468951e-6
10.4	7.98934329160782e-6
10.2	8.272671481548949e-6
10.	8.539077495154239e-6
10.	8.53908469882002e-6
9.8	8.77775971555278e-6
9.6	8.973898958341623e-6
9.4	9.106436053998894e-6
9.2	9.145975609270045e-6
9.	9.050627386141834e-6
8.8	8.760569781292447e-6
8.6	8.189570900511495e-6
8.4	7.212331667936122e-6
8.2	5.645170769448562e-6
8.	3.2166859127213847e-6
7.8	-4.772814383209045e-7
7.6	-6.043466208637874e-6
7.4	-0.00001439947124505626
7.2	-0.0000269410463898586
7.	-0.00004580281472334516
6.8	-0.00007426065910700256
6.6	-0.00011734920524228045
6.4	-0.00018279474853003037
6.2	-0.0002823942841766743
6.	-0.0004339808767956345
5.8	-0.0006640961126184077
5.6	-0.0010113663430168797
5.4	-0.001530344373769329
5.2	-0.002295262484248536
5.	-0.003402860029320672
4.8	-0.004973504280430354
4.6	-0.007150326782092067
4.4	-0.010096975034604314
4.2	-0.013995190109722114
4.	-0.019043417068252858
30.	1.0725411999738412e-7
30.2	1.031910997666794e-7
